CollectionID,LoanID,CollectionDate,AmountCollected,OutstandingBalance,CollectionStatus,Remarks
3735,3735,2024-09-14,2957,65226,Overdue,On time
3736,3736,2024-07-28,4910,53928,Overdue,On time
3737,3737,2024-08-27,13307,67880,Overdue,Delayed
3738,3738,2024-04-06,12384,30173,Full,Delayed
3739,3739,2024-09-28,2464,39125,Overdue,Pending
3740,3740,2024-08-13,10060,14926,Partial,On time
3741,3741,2024-06-02,4674,34661,Overdue,Delayed
3742,3742,2024-09-27,8228,99088,Full,On time
3743,3743,2024-08-28,12750,98723,Full,On time
3744,3744,2024-08-01,9018,4435,Overdue,On time
3745,3745,2024-06-20,13700,95409,Overdue,On time
3746,3746,2024-05-01,12485,18574,Partial,On time
3747,3747,2024-07-15,8961,47564,Full,Pending
3748,3748,2024-05-28,15759,84400,Overdue,Pending
3749,3749,2024-08-08,5092,66607,Overdue,Pending
3750,3750,2024-05-01,3445,51899,Full,On time
3751,3751,2024-09-24,17988,64157,Overdue,Pending
3752,3752,2024-02-05,18646,90147,Full,Delayed
3753,3753,2024-05-07,11213,5904,Full,On time
3754,3754,2024-05-12,1465,18926,Partial,Delayed
3755,3755,2024-08-16,3587,32614,Partial,On time
3756,3756,2024-04-11,9356,68043,Full,Delayed
3757,3757,2024-05-01,4983,55689,Overdue,Pending
3758,3758,2024-09-13,972,68200,Full,On time
3759,3759,2024-01-20,8152,3316,Overdue,Delayed
3760,3760,2024-02-12,2998,70311,Overdue,On time
3761,3761,2024-02-18,12882,47936,Partial,Delayed
3762,3762,2024-08-26,6716,88840,Overdue,On time
3763,3763,2024-02-22,2192,81799,Full,Delayed
3764,3764,2024-10-07,11170,50,Full,Pending
3765,3765,2024-08-20,7718,86773,Overdue,On time
3766,3766,2024-09-20,11432,78128,Full,Delayed
3767,3767,2024-03-11,5809,21011,Overdue,Delayed
3768,3768,2024-01-23,14284,67978,Full,On time
3769,3769,2024-09-23,17469,36989,Partial,Delayed
3770,3770,2024-07-04,19902,80041,Partial,Delayed
3771,3771,2024-05-20,9520,65462,Overdue,On time
3772,3772,2024-04-05,3037,15871,Partial,Delayed
3773,3773,2024-09-27,6675,39366,Full,Pending
3774,3774,2024-05-28,3587,24531,Full,Pending
3775,3775,2024-09-26,7778,35308,Overdue,On time
3776,3776,2024-01-18,4913,95021,Full,Delayed
3777,3777,2024-05-16,2619,68727,Overdue,Delayed
3778,3778,2024-02-14,6567,37318,Overdue,On time
3779,3779,2024-01-28,14204,65625,Full,Delayed
3780,3780,2024-07-03,9888,137,Full,On time
3781,3781,2024-01-31,19478,8629,Full,On time
3782,3782,2024-06-13,15483,89687,Partial,Delayed
3783,3783,2024-09-22,17532,45958,Full,Pending
3784,3784,2024-10-09,13850,59604,Partial,Delayed
3785,3785,2024-01-25,16659,63458,Full,Delayed
3786,3786,2024-03-29,15465,53928,Partial,Delayed
3787,3787,2024-08-19,13363,62471,Full,Pending
3788,3788,2024-07-27,11036,65653,Full,On time
3789,3789,2024-10-19,1843,62000,Full,On time
3790,3790,2024-10-26,17152,97060,Partial,On time
3791,3791,2024-08-03,3500,25983,Overdue,On time
3792,3792,2024-06-02,7828,24348,Overdue,Delayed
3793,3793,2024-03-21,13075,99318,Partial,Delayed
3794,3794,2024-06-12,9750,24863,Overdue,On time
3795,3795,2024-05-02,14686,45704,Partial,Pending
3796,3796,2024-04-06,14087,12688,Overdue,On time
3797,3797,2024-06-08,16302,45095,Partial,On time
3798,3798,2024-10-02,6990,83471,Full,Delayed
3799,3799,2024-09-08,7863,32685,Full,On time
3800,3800,2024-02-18,11982,64598,Full,Pending
3801,3801,2024-02-08,13464,65156,Overdue,Pending
3802,3802,2024-07-18,8148,71089,Full,On time
3803,3803,2024-08-12,10403,54686,Partial,Pending
3804,3804,2024-04-10,18414,11210,Partial,Delayed
3805,3805,2024-05-07,12863,77220,Overdue,Pending
3806,3806,2024-05-24,15432,41513,Full,Delayed
3807,3807,2024-08-20,12640,66047,Overdue,Delayed
3808,3808,2024-01-22,6650,41522,Full,Delayed
3809,3809,2024-05-27,1251,1030,Partial,On time
3810,3810,2024-07-07,16921,75749,Partial,Delayed
3811,3811,2024-01-03,19410,42903,Full,Delayed
3812,3812,2024-01-20,3878,60411,Full,Pending
3813,3813,2024-01-10,12107,72848,Full,On time
3814,3814,2024-08-18,7139,57922,Full,On time
3815,3815,2024-09-11,17725,4627,Partial,Pending
3816,3816,2024-09-09,7993,2528,Partial,Pending
3817,3817,2024-08-10,13944,57147,Full,Pending
3818,3818,2024-04-26,7867,12937,Full,On time
3819,3819,2024-02-22,1950,85791,Full,Pending
3820,3820,2024-04-26,15376,67071,Overdue,Delayed
3821,3821,2024-07-24,19183,44587,Overdue,Delayed
3822,3822,2024-08-13,5130,96492,Overdue,On time
3823,3823,2024-04-07,3591,11499,Overdue,Pending
3824,3824,2024-03-10,5134,27384,Overdue,On time
3825,3825,2024-01-19,2227,5266,Full,On time
3826,3826,2024-04-23,1853,85022,Overdue,On time
3827,3827,2024-05-26,3650,7288,Overdue,On time
3828,3828,2024-05-25,9411,38890,Partial,On time
3829,3829,2024-09-22,13599,82956,Full,Pending
3830,3830,2024-04-16,17504,55542,Overdue,On time
3831,3831,2024-10-14,17384,8796,Partial,On time
3832,3832,2024-08-04,14902,96888,Overdue,Delayed
3833,3833,2024-08-26,5762,89723,Overdue,On time
3834,3834,2024-06-17,15727,22125,Partial,On time
3835,3835,2024-06-16,7307,39816,Full,On time
3836,3836,2024-07-12,12040,14697,Overdue,Delayed
3837,3837,2024-06-08,2224,29329,Overdue,Pending
3838,3838,2024-01-20,4059,85127,Full,On time
3839,3839,2024-05-06,570,9102,Overdue,On time
3840,3840,2024-06-18,10382,58445,Overdue,On time
3841,3841,2024-04-11,13546,3454,Full,Delayed
3842,3842,2024-03-03,9561,16746,Full,Pending
3843,3843,2024-01-06,980,31017,Full,On time
3844,3844,2024-04-30,2613,37523,Full,Pending
3845,3845,2024-05-02,7005,98127,Overdue,On time
3846,3846,2024-06-13,12227,86710,Overdue,Pending
3847,3847,2024-05-21,15412,90911,Partial,Delayed
3848,3848,2024-07-09,1188,85233,Full,Delayed
3849,3849,2024-10-20,3271,47110,Full,On time
3850,3850,2024-06-21,17657,73932,Full,Delayed
3851,3851,2024-05-12,8396,58648,Full,Pending
3852,3852,2024-07-27,2491,10127,Full,On time
3853,3853,2024-01-12,4079,21981,Full,Pending
3854,3854,2024-08-09,13657,8260,Overdue,On time
3855,3855,2024-06-24,2576,11485,Partial,Pending
3856,3856,2024-04-29,8415,12912,Full,Delayed
3857,3857,2024-10-25,10486,48627,Overdue,Pending
3858,3858,2024-05-03,16652,46877,Partial,Pending
3859,3859,2024-03-26,17840,33145,Full,Delayed
3860,3860,2024-03-15,3231,66421,Overdue,On time
3861,3861,2024-07-15,14839,4308,Overdue,Pending
3862,3862,2024-08-24,14640,27788,Overdue,On time
3863,3863,2024-01-12,16213,37017,Partial,Delayed
3864,3864,2024-06-14,18198,57039,Overdue,On time
3865,3865,2024-02-20,16292,37256,Overdue,On time
3866,3866,2024-04-04,2127,78048,Full,Pending
3867,3867,2024-05-23,3049,77086,Partial,Delayed
3868,3868,2024-04-10,16889,22415,Partial,Delayed
3869,3869,2024-06-06,2451,85121,Overdue,Pending
3870,3870,2024-05-28,10529,32155,Partial,Delayed
3871,3871,2024-02-20,16127,54589,Overdue,On time
3872,3872,2024-09-03,16179,32479,Overdue,Delayed
3873,3873,2024-03-12,1623,23684,Overdue,Delayed
3874,3874,2024-10-26,18613,84136,Full,Delayed
3875,3875,2024-06-11,19340,27710,Overdue,Delayed
3876,3876,2024-05-10,14279,98544,Overdue,Pending
3877,3877,2024-09-29,11081,91723,Partial,Delayed
3878,3878,2024-04-22,16620,54571,Overdue,On time
3879,3879,2024-01-22,16285,28758,Partial,Delayed
3880,3880,2024-02-12,1961,35645,Full,Delayed
3881,3881,2024-06-02,10602,37566,Overdue,Delayed
3882,3882,2024-09-02,14278,10446,Partial,Delayed
3883,3883,2024-05-09,15262,11012,Overdue,Delayed
3884,3884,2024-08-22,10068,57838,Overdue,On time
3885,3885,2024-08-24,17239,85625,Full,Delayed
3886,3886,2024-05-14,4064,44252,Full,On time
3887,3887,2024-03-29,7980,32130,Overdue,On time
3888,3888,2024-01-21,13198,72247,Full,Delayed
3889,3889,2024-01-04,14948,61812,Partial,On time
3890,3890,2024-09-26,7680,11406,Full,On time
3891,3891,2024-09-19,13497,50134,Overdue,Pending
3892,3892,2024-06-14,15899,58267,Full,Delayed
3893,3893,2024-03-03,7197,87203,Full,Pending
3894,3894,2024-03-13,646,38536,Full,Pending
3895,3895,2024-02-15,12692,97488,Partial,Delayed
3896,3896,2024-03-08,3832,58287,Full,Pending
3897,3897,2024-02-29,5263,13329,Overdue,On time
3898,3898,2024-04-24,15016,15233,Overdue,Pending
3899,3899,2024-03-11,12840,52659,Partial,On time
3900,3900,2024-10-22,14510,37288,Full,On time
3901,3901,2024-06-24,17450,36897,Full,Delayed
3902,3902,2024-06-15,14807,57557,Overdue,Pending
3903,3903,2024-07-04,9151,81349,Full,On time
3904,3904,2024-09-26,5388,25793,Full,Pending
3905,3905,2024-09-12,9069,79594,Partial,On time
3906,3906,2024-07-03,4359,84340,Partial,Delayed
3907,3907,2024-04-30,3973,30815,Full,On time
3908,3908,2024-06-04,9250,86806,Overdue,Delayed
3909,3909,2024-02-22,12679,64995,Partial,Pending
3910,3910,2024-10-23,5421,37668,Full,Pending
3911,3911,2024-05-02,19485,38935,Full,Pending
3912,3912,2024-08-26,12000,89968,Partial,On time
3913,3913,2024-01-27,2160,49063,Overdue,On time
3914,3914,2024-05-31,10533,69133,Overdue,Pending
3915,3915,2024-01-11,8282,41281,Overdue,Pending
3916,3916,2024-02-10,6301,97530,Overdue,On time
3917,3917,2024-01-31,7751,42152,Partial,Pending
3918,3918,2024-03-09,15965,84175,Partial,Pending
3919,3919,2024-04-19,16954,47808,Partial,Pending
3920,3920,2024-10-02,10458,62800,Partial,Delayed
3921,3921,2024-02-08,3891,14733,Overdue,On time
3922,3922,2024-02-05,14665,23466,Full,Pending
3923,3923,2024-05-24,15833,57431,Partial,On time
3924,3924,2024-07-14,17191,10718,Partial,On time
3925,3925,2024-04-07,10171,90465,Overdue,Pending
3926,3926,2024-07-26,9242,49724,Full,Pending
3927,3927,2024-07-19,8767,51787,Full,On time
3928,3928,2024-09-05,12224,83953,Overdue,On time
3929,3929,2024-05-30,8183,80873,Partial,Delayed
3930,3930,2024-01-24,5064,29871,Full,Delayed
3931,3931,2024-01-03,11307,2772,Full,On time
3932,3932,2024-10-22,13097,7091,Overdue,Delayed
3933,3933,2024-07-27,7008,81475,Partial,On time
3934,3934,2024-01-06,1755,53490,Full,Delayed
3935,3935,2024-02-12,15306,76584,Partial,Delayed
3936,3936,2024-07-03,2186,27165,Full,Delayed
3937,3937,2024-08-16,2415,66699,Partial,On time
3938,3938,2024-07-19,5556,35800,Partial,Delayed
3939,3939,2024-06-02,11182,40991,Partial,On time
3940,3940,2024-07-05,10133,29922,Partial,On time
3941,3941,2024-10-03,17278,71213,Full,On time
3942,3942,2024-07-11,15550,40237,Full,On time
3943,3943,2024-08-05,3678,64635,Full,On time
3944,3944,2024-02-19,9755,76603,Full,On time
3945,3945,2024-03-17,17360,1654,Partial,Pending
3946,3946,2024-01-31,8053,44173,Overdue,Pending
3947,3947,2024-03-08,11588,61633,Overdue,Pending
3948,3948,2024-08-12,17715,66407,Partial,Delayed
3949,3949,2024-08-19,19562,56418,Overdue,Delayed
3950,3950,2024-05-19,17713,57153,Partial,On time
3951,3951,2024-06-21,3254,57827,Overdue,On time
3952,3952,2024-01-06,13777,43444,Partial,On time
3953,3953,2024-04-16,4643,43101,Partial,Delayed
3954,3954,2024-06-22,8677,40644,Partial,Delayed
3955,3955,2024-02-22,13671,32207,Full,On time
3956,3956,2024-10-05,14587,8707,Full,Pending
3957,3957,2024-06-07,16656,47181,Full,On time
3958,3958,2024-04-12,2203,22995,Full,Pending
3959,3959,2024-03-04,13446,45149,Full,Pending
3960,3960,2024-09-05,4285,13630,Overdue,Delayed
3961,3961,2024-06-14,2014,12797,Partial,On time
3962,3962,2024-01-30,10212,61992,Overdue,Delayed
3963,3963,2024-02-27,12865,20394,Full,Delayed
3964,3964,2024-10-10,18774,19985,Full,On time
3965,3965,2024-02-13,3100,24535,Full,Delayed
3966,3966,2024-03-04,9889,58173,Overdue,Delayed
3967,3967,2024-01-21,3616,649,Full,On time
3968,3968,2024-03-20,18281,52188,Overdue,Delayed
3969,3969,2024-07-24,11515,69301,Overdue,Delayed
3970,3970,2024-04-07,1588,36671,Partial,On time
3971,3971,2024-03-29,17134,72550,Full,On time
3972,3972,2024-10-12,7624,87499,Full,On time
3973,3973,2024-10-22,9447,52942,Full,Delayed
3974,3974,2024-07-04,4119,50657,Overdue,Pending
3975,3975,2024-05-12,14708,6462,Partial,On time
3976,3976,2024-03-29,17220,49133,Overdue,Delayed
3977,3977,2024-06-16,16623,28674,Full,On time
3978,3978,2024-05-14,16939,51881,Full,On time
3979,3979,2024-09-27,7987,67183,Partial,On time
3980,3980,2024-08-16,3695,25217,Full,On time
3981,3981,2024-10-10,4134,56802,Overdue,Delayed
3982,3982,2024-05-29,17587,77019,Full,Delayed
3983,3983,2024-10-19,13522,30964,Partial,On time
3984,3984,2024-07-25,16263,36273,Overdue,On time
3985,3985,2024-01-19,9794,55908,Partial,Delayed
3986,3986,2024-06-28,19927,48988,Overdue,Pending
3987,3987,2024-08-03,3278,15481,Partial,On time
3988,3988,2024-05-16,5013,79794,Partial,Delayed
3989,3989,2024-09-03,17843,64254,Full,Delayed
3990,3990,2024-03-06,12422,55047,Overdue,On time
3991,3991,2024-05-23,1644,18572,Partial,On time
3992,3992,2024-04-12,13851,78718,Overdue,Pending
3993,3993,2024-07-18,13524,45771,Overdue,On time
3994,3994,2024-03-08,18005,66576,Partial,On time
3995,3995,2024-04-30,1211,74764,Full,Pending
3996,3996,2024-02-19,14069,53432,Partial,On time
3997,3997,2024-02-17,10611,85153,Overdue,On time
3998,3998,2024-09-17,15192,94491,Full,Pending
3999,3999,2024-08-04,19212,59164,Full,On time
4000,4000,2024-09-26,16313,44999,Overdue,Delayed
4001,4001,2024-10-18,16079,29672,Full,Pending
4002,4002,2024-03-31,13219,2282,Full,On time
4003,4003,2024-07-14,16914,52628,Overdue,On time
4004,4004,2024-05-05,16561,51205,Full,Delayed
4005,4005,2024-04-08,4480,96283,Full,On time
4006,4006,2024-05-20,1637,11539,Partial,Pending
4007,4007,2024-10-19,7402,37531,Partial,Pending
4008,4008,2024-04-14,5445,3723,Full,On time
4009,4009,2024-01-19,12198,53835,Full,On time
4010,4010,2024-01-13,6227,42835,Overdue,Delayed
4011,4011,2024-09-19,19845,35673,Full,Pending
4012,4012,2024-06-15,3180,92800,Overdue,Pending
4013,4013,2024-04-08,1764,37499,Full,Pending
4014,4014,2024-04-28,8198,29365,Partial,On time
4015,4015,2024-09-10,11968,77005,Partial,Pending
4016,4016,2024-05-22,12859,41909,Partial,On time
4017,4017,2024-04-20,2725,76723,Partial,On time
4018,4018,2024-09-10,17500,62887,Full,On time
4019,4019,2024-06-30,5371,57704,Full,Pending
4020,4020,2024-05-11,14542,6775,Full,Pending
4021,4021,2024-10-14,8327,84519,Partial,Pending
4022,4022,2024-02-26,6174,96604,Overdue,Pending
4023,4023,2024-03-17,11771,28775,Overdue,Delayed
4024,4024,2024-01-30,694,92567,Overdue,On time
4025,4025,2024-02-13,15551,60159,Partial,On time
4026,4026,2024-02-24,8852,30897,Full,Delayed
4027,4027,2024-03-16,9904,49624,Full,Pending
4028,4028,2024-02-29,16627,12948,Overdue,On time
4029,4029,2024-10-03,17267,49752,Full,Pending
4030,4030,2024-06-22,14863,93893,Overdue,Delayed
4031,4031,2024-04-20,12673,98419,Full,Pending
4032,4032,2024-10-25,15900,22017,Overdue,On time
4033,4033,2024-07-27,8905,81742,Full,Pending
4034,4034,2024-08-26,17994,69058,Full,Delayed
4035,4035,2024-10-24,8234,18842,Full,Pending
4036,4036,2024-10-13,4570,36701,Overdue,Delayed
4037,4037,2024-10-10,17774,21799,Full,Pending
4038,4038,2024-07-09,8320,8632,Overdue,Delayed
4039,4039,2024-09-21,11801,3673,Full,On time
4040,4040,2024-08-29,17961,34823,Full,On time
4041,4041,2024-10-11,3432,88714,Overdue,On time
4042,4042,2024-02-02,1487,11627,Overdue,Delayed
4043,4043,2024-06-24,7068,43493,Full,Pending
4044,4044,2024-06-19,17856,75821,Overdue,On time
4045,4045,2024-10-27,12657,65717,Full,Delayed
4046,4046,2024-06-03,13808,90241,Overdue,Pending
4047,4047,2024-10-23,3535,70020,Overdue,Pending
4048,4048,2024-03-21,10303,23135,Full,Delayed
4049,4049,2024-04-04,4817,25667,Overdue,Delayed
4050,4050,2024-09-15,13866,34932,Overdue,Pending
4051,4051,2024-04-23,11537,63723,Overdue,Pending
4052,4052,2024-09-07,18605,65991,Overdue,Pending
4053,4053,2024-09-06,13075,90066,Full,Delayed
4054,4054,2024-09-20,16212,79459,Partial,On time
4055,4055,2024-10-15,2794,55846,Full,Pending
4056,4056,2024-03-05,12400,25251,Partial,Delayed
4057,4057,2024-07-09,16178,44434,Full,Delayed
4058,4058,2024-03-06,1533,52122,Overdue,Pending
4059,4059,2024-01-12,4551,72867,Full,On time
4060,4060,2024-03-15,6464,16724,Overdue,On time
4061,4061,2024-08-03,10505,6949,Overdue,Delayed
4062,4062,2024-07-28,17980,89456,Overdue,Pending
4063,4063,2024-05-27,9275,4641,Full,On time
4064,4064,2024-09-23,18023,49993,Full,On time
4065,4065,2024-03-06,19996,28501,Partial,On time
4066,4066,2024-01-29,11227,159,Full,Pending
4067,4067,2024-07-03,14615,86274,Partial,Delayed
4068,4068,2024-05-17,16141,93347,Full,On time
4069,4069,2024-10-04,6489,69626,Partial,On time
4070,4070,2024-01-05,17372,7931,Overdue,Delayed
4071,4071,2024-09-11,13143,68578,Partial,Pending
4072,4072,2024-07-29,11165,70683,Full,Delayed
4073,4073,2024-01-24,8356,54355,Partial,Delayed
4074,4074,2024-01-27,13481,87906,Overdue,Delayed
4075,4075,2024-08-23,14741,82626,Full,Pending
4076,4076,2024-05-30,10209,16692,Partial,Delayed
4077,4077,2024-04-05,2700,31835,Partial,Delayed
4078,4078,2024-01-17,16484,25792,Overdue,Pending
4079,4079,2024-04-09,15011,22862,Overdue,Delayed
4080,4080,2024-05-07,9347,17839,Overdue,Delayed
4081,4081,2024-10-04,1491,81841,Overdue,Pending
4082,4082,2024-09-03,2252,10386,Overdue,Delayed
4083,4083,2024-03-16,16556,36823,Overdue,Pending
4084,4084,2024-01-13,6968,38550,Overdue,On time
4085,4085,2024-05-30,19832,81925,Partial,Pending
4086,4086,2024-08-24,13408,25106,Partial,On time
4087,4087,2024-03-30,2485,83675,Overdue,Delayed
4088,4088,2024-05-06,11861,70416,Overdue,Delayed
4089,4089,2024-10-06,17778,40810,Overdue,Pending
4090,4090,2024-07-30,16221,93567,Partial,Delayed
4091,4091,2024-07-14,17768,23435,Full,Pending
4092,4092,2024-02-26,13316,60359,Partial,On time
4093,4093,2024-04-13,6079,64370,Overdue,Pending
4094,4094,2024-08-30,13468,25740,Overdue,Delayed
4095,4095,2024-03-30,12684,38992,Overdue,Delayed
4096,4096,2024-05-08,11675,21689,Partial,Pending
4097,4097,2024-03-30,8947,12895,Full,Delayed
4098,4098,2024-04-28,8040,84112,Partial,On time
4099,4099,2024-01-05,19623,6308,Partial,Delayed
4100,4100,2024-01-14,18887,95180,Full,On time
4101,4101,2024-09-28,7231,65038,Overdue,On time
4102,4102,2024-09-03,14255,33693,Overdue,Pending
4103,4103,2024-10-14,7421,48609,Overdue,Delayed
4104,4104,2024-02-10,9724,93104,Full,Delayed
4105,4105,2024-07-18,17080,15230,Overdue,On time
4106,4106,2024-01-27,7899,18157,Full,Delayed
4107,4107,2024-10-04,4550,45323,Full,Delayed
4108,4108,2024-06-02,19291,21341,Overdue,Pending
4109,4109,2024-06-20,13165,9398,Overdue,On time
4110,4110,2024-07-03,14253,8285,Full,On time
4111,4111,2024-07-15,8924,11941,Overdue,Pending
4112,4112,2024-04-21,2869,98578,Partial,Pending
4113,4113,2024-07-18,7082,70060,Overdue,On time
4114,4114,2024-01-27,16909,80677,Full,Delayed
4115,4115,2024-06-14,5075,31755,Full,On time
4116,4116,2024-05-14,7781,65527,Overdue,On time
4117,4117,2024-03-07,14408,67135,Partial,Delayed
4118,4118,2024-04-18,19082,36170,Partial,On time
4119,4119,2024-04-08,9149,81768,Overdue,Delayed
4120,4120,2024-04-08,17707,35320,Full,Pending
4121,4121,2024-09-17,6987,38957,Overdue,On time
4122,4122,2024-05-19,14630,46969,Partial,On time
4123,4123,2024-04-11,3504,65349,Partial,Pending
4124,4124,2024-04-11,3730,66820,Full,Pending
4125,4125,2024-06-15,17744,1532,Full,On time
4126,4126,2024-01-21,2829,23848,Partial,On time
4127,4127,2024-07-25,10706,696,Overdue,Pending
4128,4128,2024-03-22,5425,7811,Full,Delayed
4129,4129,2024-07-26,3513,68192,Full,Delayed
4130,4130,2024-05-20,11484,53325,Overdue,Delayed
4131,4131,2024-09-24,4550,75885,Partial,On time
4132,4132,2024-01-26,9483,99586,Full,Delayed
4133,4133,2024-07-03,19795,54169,Overdue,Delayed
4134,4134,2024-08-22,8728,3925,Partial,On time
4135,4135,2024-08-28,5523,90801,Partial,Delayed
4136,4136,2024-03-25,3872,18307,Overdue,On time
4137,4137,2024-06-23,11915,74297,Partial,On time
4138,4138,2024-09-30,16005,41531,Overdue,Pending
4139,4139,2024-08-02,17335,54772,Full,On time
4140,4140,2024-02-11,7131,9918,Partial,Delayed
4141,4141,2024-01-07,4366,13507,Full,Pending
4142,4142,2024-09-06,1730,54555,Full,Pending
4143,4143,2024-09-23,15714,30498,Partial,Pending
4144,4144,2024-09-09,14386,90946,Partial,Pending
4145,4145,2024-10-20,5103,87650,Overdue,Pending
4146,4146,2024-10-08,8744,63897,Overdue,Pending
4147,4147,2024-09-17,11666,25881,Overdue,Delayed
4148,4148,2024-05-04,17420,61292,Partial,Pending
4149,4149,2024-04-03,9416,33070,Overdue,Delayed
4150,4150,2024-09-06,7850,85933,Full,Delayed
4151,4151,2024-08-19,2565,76518,Full,On time
4152,4152,2024-02-17,17536,65004,Partial,On time
4153,4153,2024-02-27,11639,49010,Partial,Delayed
4154,4154,2024-07-27,948,89758,Full,On time
4155,4155,2024-06-26,18901,89443,Partial,Delayed
4156,4156,2024-07-14,2166,87329,Partial,Pending
4157,4157,2024-07-18,12158,93024,Full,On time
4158,4158,2024-09-13,1579,4879,Full,Pending
4159,4159,2024-04-09,12994,99779,Full,Pending
4160,4160,2024-07-28,14486,14896,Overdue,On time
4161,4161,2024-10-12,14337,76696,Overdue,On time
4162,4162,2024-05-29,4887,14171,Full,Pending
4163,4163,2024-08-29,3276,89381,Full,Pending
4164,4164,2024-08-08,5981,66696,Overdue,On time
4165,4165,2024-08-12,2401,46330,Overdue,On time
4166,4166,2024-06-14,19911,20527,Full,Delayed
4167,4167,2024-08-15,14221,70615,Full,Delayed
4168,4168,2024-07-23,15664,34882,Full,Pending
4169,4169,2024-07-18,17462,74781,Partial,On time
4170,4170,2024-03-01,9207,74361,Partial,Pending
4171,4171,2024-10-23,803,91110,Full,Delayed
4172,4172,2024-09-25,1038,96649,Partial,On time
4173,4173,2024-08-20,10600,84227,Full,Delayed
4174,4174,2024-01-24,697,47282,Partial,On time
4175,4175,2024-04-28,6752,50679,Overdue,Delayed
4176,4176,2024-05-02,14752,93364,Full,Pending
4177,4177,2024-07-05,3542,29405,Full,Delayed
4178,4178,2024-08-12,13019,28549,Partial,On time
4179,4179,2024-09-30,2122,19944,Full,Pending
4180,4180,2024-02-21,7792,32775,Overdue,Pending
4181,4181,2024-07-05,16400,93264,Overdue,On time
4182,4182,2024-02-10,11986,38551,Full,On time
4183,4183,2024-04-16,6369,33279,Full,On time
4184,4184,2024-06-23,4473,67363,Overdue,Pending
4185,4185,2024-09-21,10663,45590,Overdue,Pending
4186,4186,2024-02-23,15549,50329,Overdue,Delayed
4187,4187,2024-04-08,2496,50117,Partial,On time
4188,4188,2024-05-26,7526,50622,Overdue,Delayed
4189,4189,2024-03-31,7177,30152,Partial,Pending
4190,4190,2024-01-15,8540,13353,Overdue,On time
4191,4191,2024-02-04,16072,63267,Overdue,Pending
4192,4192,2024-10-10,5347,99767,Overdue,Delayed
4193,4193,2024-08-20,15303,88995,Overdue,Delayed
4194,4194,2024-07-28,1663,10548,Overdue,Delayed
4195,4195,2024-10-17,1840,65461,Partial,Delayed
4196,4196,2024-05-28,10236,91616,Overdue,On time
4197,4197,2024-10-02,5517,86457,Full,On time
4198,4198,2024-04-08,17606,36764,Overdue,Delayed
4199,4199,2024-03-08,17659,3646,Overdue,On time
4200,4200,2024-04-14,12323,83042,Full,Delayed
4201,4201,2024-02-21,11863,6815,Overdue,Pending
4202,4202,2024-03-20,6284,38704,Partial,On time
4203,4203,2024-08-04,10063,92158,Overdue,Pending
4204,4204,2024-09-08,3756,9325,Overdue,Pending
4205,4205,2024-03-28,14247,86430,Full,On time
4206,4206,2024-08-18,7172,69352,Full,Delayed
4207,4207,2024-06-23,12813,38892,Overdue,Delayed
4208,4208,2024-03-04,4495,93119,Overdue,Delayed
4209,4209,2024-07-21,13207,68781,Partial,Delayed
4210,4210,2024-04-01,4584,56901,Full,On time
4211,4211,2024-04-02,10296,90754,Partial,On time
4212,4212,2024-08-08,14124,19913,Partial,Pending
4213,4213,2024-02-10,6941,5318,Full,Delayed
4214,4214,2024-02-28,10828,44230,Overdue,Pending
4215,4215,2024-02-13,8160,93966,Full,Delayed
4216,4216,2024-09-07,11823,36232,Full,Delayed
4217,4217,2024-09-13,3006,55277,Full,On time
4218,4218,2024-08-01,15585,1822,Full,Delayed
4219,4219,2024-07-13,6200,5081,Overdue,Delayed
4220,4220,2024-01-12,16332,59286,Full,Delayed
4221,4221,2024-06-01,12359,12280,Full,On time
4222,4222,2024-03-02,17409,17892,Overdue,Pending
4223,4223,2024-08-08,8132,77271,Partial,Delayed
4224,4224,2024-03-22,10718,74200,Full,On time
4225,4225,2024-03-07,15493,98127,Partial,Delayed
4226,4226,2024-07-19,10084,95404,Overdue,On time
4227,4227,2024-07-18,4138,58630,Partial,On time
4228,4228,2024-01-20,12060,89599,Full,Pending
4229,4229,2024-10-03,6550,55573,Partial,On time
4230,4230,2024-08-12,3748,99002,Full,Delayed
4231,4231,2024-08-04,11792,93723,Overdue,Delayed
4232,4232,2024-03-23,6013,87848,Partial,On time
4233,4233,2024-03-06,8319,99935,Partial,Pending
4234,4234,2024-02-26,15906,87945,Overdue,On time
4235,4235,2024-02-17,4257,3405,Full,On time
4236,4236,2024-01-18,14992,91921,Full,On time
4237,4237,2024-02-15,15060,45990,Full,Pending
4238,4238,2024-01-06,9948,70794,Full,On time
4239,4239,2024-03-12,803,12815,Overdue,Pending
4240,4240,2024-03-30,15299,67766,Overdue,On time
4241,4241,2024-03-09,2584,90927,Partial,On time
4242,4242,2024-01-01,11785,1006,Full,Pending
4243,4243,2024-01-07,14980,79246,Partial,Delayed
4244,4244,2024-01-25,15466,55446,Partial,Pending
4245,4245,2024-09-25,3037,31103,Full,Pending
4246,4246,2024-07-21,15642,51735,Overdue,Pending
4247,4247,2024-05-29,4037,69593,Overdue,Pending
4248,4248,2024-06-28,12103,64983,Overdue,On time
4249,4249,2024-06-17,8019,54583,Overdue,Pending
4250,4250,2024-05-27,4768,60259,Full,Delayed
4251,4251,2024-02-14,11089,89321,Overdue,On time
4252,4252,2024-01-18,2646,97881,Partial,On time
