LoanID,ProductID,LoanAmount,LoanDate,InterestRate,LoanTerm,EmployeeID,BranchID,CustomerID,RepaymentSchedule
3805,1,569200,2023-01-27,7,193,139,9,7420,Yearly
3806,1,1569064,2024-07-01,7.43,90,156,1,2824,Yearly
3807,1,2067856,2023-02-28,8.61,128,117,5,4964,Monthly
3808,7,4449257,2022-01-10,8.74,230,180,3,3165,Yearly
3809,7,3688662,2022-05-07,9.2,121,195,1,9297,Monthly
3810,7,2965995,2021-10-14,8.73,138,121,8,1557,Yearly
3811,8,3264651,2023-04-08,10.4,195,154,5,7269,Monthly
3812,1,1282195,2020-09-28,11.16,166,141,1,2362,Yearly
3813,7,2483871,2020-11-26,10.89,161,119,9,9484,Yearly
3814,1,3406164,2021-02-09,7.97,230,105,8,5710,Quarterly
3815,8,1747547,2021-01-08,11.9,153,106,1,6759,Monthly
3816,5,3453781,2020-05-07,10.83,48,170,4,9377,Quarterly
3817,3,3666233,2021-08-14,8.61,47,111,10,8122,Monthly
3818,4,4392226,2021-08-22,9.08,70,147,2,9559,Monthly
3819,1,4729899,2023-10-16,7.35,201,156,10,4414,Quarterly
3820,1,2144248,2020-11-02,10.84,195,140,6,2702,Monthly
3821,3,940686,2020-08-20,11.14,65,188,8,9446,Quarterly
3822,1,3597042,2024-08-25,6.84,172,177,6,3741,Quarterly
3823,6,2053451,2022-12-01,10.02,26,118,7,5321,Monthly
3824,4,4170775,2022-07-25,6.69,97,106,3,7274,Yearly
3825,6,1658818,2024-01-13,7.25,92,125,8,2698,Monthly
3826,6,2466575,2021-09-19,10.13,234,170,7,2240,Monthly
3827,4,2884082,2024-07-15,9.06,237,174,4,1425,Monthly
3828,2,2628234,2021-04-22,9.07,137,168,6,8658,Quarterly
3829,8,2795771,2020-05-16,7.99,122,184,1,6057,Monthly
3830,3,3501759,2021-02-01,8.68,83,137,8,2184,Quarterly
3831,5,295600,2021-08-18,8.64,64,130,6,2193,Yearly
3832,5,3699119,2023-07-23,7.82,16,161,1,4485,Yearly
3833,6,549881,2024-09-06,9.41,129,140,3,3159,Monthly
3834,8,1983975,2022-02-23,10.84,77,186,4,6308,Yearly
3835,3,1773263,2024-10-06,7.44,239,162,4,2050,Monthly
3836,2,4579162,2022-12-15,6.57,136,150,3,3690,Monthly
3837,2,4763116,2023-02-11,7.95,224,126,1,5839,Quarterly
3838,7,3017691,2023-10-25,9.97,43,182,4,6115,Monthly
3839,1,4025469,2020-12-30,7.23,67,121,5,2706,Quarterly
3840,7,3103315,2023-09-16,8.38,138,169,6,9713,Yearly
3841,2,4902624,2020-07-29,10.13,122,109,8,3564,Quarterly
3842,8,4540824,2024-02-09,11.47,213,177,10,3650,Quarterly
3843,1,3851942,2023-07-25,10,49,114,10,5619,Monthly
3844,3,3615201,2024-06-15,7.66,240,150,9,8073,Yearly
3845,7,4728635,2024-04-14,8.15,239,110,2,4277,Quarterly
3846,5,2193082,2020-03-08,11.74,132,102,9,5632,Monthly
3847,4,1146155,2021-06-02,6.83,91,118,3,8265,Monthly
3848,4,3728798,2022-05-01,7.81,70,113,2,6556,Yearly
3849,7,1603121,2021-02-04,8.3,17,165,1,9269,Monthly
3850,5,1450621,2022-06-18,8.93,145,137,5,2155,Monthly
3851,3,1892363,2020-05-21,7.2,151,133,8,7421,Yearly
3852,4,1336766,2024-10-25,9.83,67,123,5,9894,Monthly
3853,5,2535282,2020-07-07,10.09,106,183,7,9039,Yearly
3854,6,4910219,2021-08-13,11.73,16,178,3,3031,Yearly
3855,2,610810,2023-05-19,8.86,86,153,8,9033,Quarterly
3856,7,2423330,2024-03-17,7.65,182,199,3,7367,Yearly
3857,1,865747,2024-07-12,9.62,239,171,3,4300,Quarterly
3858,1,2492384,2024-05-14,7.13,109,150,2,2006,Monthly
3859,3,2126007,2020-08-20,10.33,188,181,4,8238,Yearly
3860,8,489609,2021-05-29,9.3,212,111,7,8616,Yearly
3861,6,1673617,2023-09-22,7.97,34,123,8,3734,Monthly
3862,1,4446334,2024-05-01,8.97,142,128,7,1201,Monthly
3863,1,845025,2023-04-08,9.74,216,103,8,3090,Quarterly
3864,5,2902288,2024-10-13,10.9,78,119,1,1792,Monthly
3865,2,3816381,2023-04-27,9.58,130,171,4,3738,Yearly
3866,8,3085449,2023-05-30,11.06,228,148,8,2828,Monthly
3867,2,2066406,2022-04-23,9.23,32,139,2,7894,Monthly
3868,3,3286816,2021-10-04,9.72,25,185,10,2634,Yearly
3869,5,4834928,2021-07-25,11.28,107,171,4,5530,Monthly
3870,3,526594,2020-01-12,11.1,217,140,8,6327,Yearly
3871,5,3322442,2021-05-12,7.6,177,170,9,8087,Monthly
3872,7,4506574,2021-11-07,9.53,223,195,5,2893,Yearly
3873,2,1773335,2020-01-28,7,36,164,2,8756,Quarterly
3874,4,4314547,2024-05-12,11.15,199,124,2,2924,Yearly
3875,3,3929302,2023-11-16,9.86,201,166,4,4785,Quarterly
3876,5,1710890,2024-04-14,7.63,36,119,1,9404,Yearly
3877,6,3448994,2024-06-19,9.7,95,193,3,9098,Monthly
3878,8,1322218,2022-03-15,6.52,113,177,1,3335,Monthly
3879,7,1790288,2022-07-31,10.16,215,124,2,5426,Monthly
3880,8,1284938,2021-11-15,11.68,26,188,8,3069,Yearly
3881,6,2902381,2022-07-09,9.48,183,143,9,4652,Quarterly
3882,6,184929,2022-04-14,7.12,227,189,9,2893,Yearly
3883,8,3368864,2024-09-11,9.82,60,152,3,5110,Yearly
3884,5,2729087,2021-01-05,7.62,61,199,6,5611,Quarterly
3885,2,543406,2021-06-15,11.88,132,115,6,7556,Yearly
3886,2,3282246,2021-11-26,6.62,64,137,2,5748,Yearly
3887,7,1063402,2020-05-21,10.25,201,159,2,5436,Yearly
3888,1,1713306,2024-07-15,11.33,186,177,8,4638,Quarterly
3889,2,86773,2022-01-10,7.01,218,178,9,2622,Yearly
3890,2,4237747,2022-06-25,7.64,31,112,2,6325,Monthly
3891,5,172657,2020-05-01,10.95,170,196,2,1557,Yearly
3892,1,4096117,2021-04-05,9.73,154,149,10,6851,Yearly
3893,3,3407579,2022-05-12,9.42,224,145,5,7244,Monthly
3894,8,790961,2021-02-17,8.86,198,148,8,4975,Monthly
3895,1,796569,2022-04-20,9.92,20,131,7,2283,Yearly
3896,6,622304,2020-06-09,9.29,180,117,3,9028,Quarterly
3897,2,4222431,2022-02-12,8.24,155,168,5,4791,Quarterly
3898,6,3316515,2021-10-14,8.57,106,150,5,2751,Quarterly
3899,6,401836,2024-07-18,9.29,217,113,4,9297,Yearly
3900,7,452041,2020-12-26,8.84,60,126,9,2274,Monthly
3901,7,4972588,2020-01-05,7.94,126,120,5,8102,Yearly
3902,3,2190673,2022-12-15,10.61,121,134,2,8705,Monthly
3903,4,2976911,2023-02-20,10.52,73,161,5,5436,Quarterly
3904,6,2941191,2022-10-05,8.76,98,175,5,4093,Monthly
3905,5,3329537,2020-09-15,9.21,45,135,10,6308,Monthly
3906,3,79929,2024-09-02,10.84,197,152,5,5632,Yearly
3907,2,3563846,2022-03-31,9.58,228,179,6,4277,Quarterly
3908,1,1891912,2021-02-19,11,63,156,3,8550,Monthly
3909,4,3542180,2023-06-22,10.33,63,188,9,4332,Quarterly
3910,6,3004235,2022-07-05,11.09,138,146,3,6344,Monthly
3911,3,4968512,2022-10-05,10.06,202,179,5,8373,Yearly
3912,7,4081867,2020-06-26,8.94,191,154,9,7162,Yearly
3913,6,4995236,2020-02-02,7.82,154,140,4,4220,Yearly
3914,7,573179,2023-01-09,6.99,52,128,6,2999,Yearly
3915,1,4879420,2021-11-12,8.49,93,144,4,3808,Monthly
3916,6,4791729,2022-05-18,7.13,116,151,9,2474,Yearly
3917,5,152809,2021-07-03,9.44,196,137,2,5748,Monthly
3918,2,936149,2022-03-06,8.97,230,155,5,5458,Quarterly
3919,6,2354818,2020-02-18,11.68,194,148,3,1492,Yearly
3920,6,2426573,2024-07-27,10.95,94,157,9,6782,Quarterly
3921,1,2948366,2020-11-26,7.57,176,106,8,4210,Monthly
3922,3,3829334,2023-04-01,11.33,190,145,3,7420,Monthly
3923,3,2137616,2022-03-10,6.9,134,100,7,2178,Quarterly
3924,7,2197341,2024-09-07,7.57,177,100,6,4202,Monthly
3925,6,2157716,2021-10-02,9.72,54,155,9,9894,Monthly
3926,8,2975134,2023-10-05,9.34,197,104,5,7783,Monthly
3927,4,3995918,2021-11-16,8.94,149,135,8,3149,Monthly
3928,2,4845123,2022-10-04,10.94,94,194,2,7244,Quarterly
3929,2,4959856,2022-04-15,8.74,27,145,7,9331,Yearly
3930,3,686765,2021-09-25,11.5,180,170,1,1788,Monthly
3931,6,1694285,2023-05-13,11.44,72,126,6,8820,Monthly
3932,1,2145684,2021-04-28,7.81,151,145,1,8977,Monthly
3933,7,1301420,2023-10-17,10.99,201,195,8,1610,Quarterly
3934,5,4656642,2021-12-20,7.73,38,160,8,2385,Yearly
3935,1,2814478,2023-09-10,11.74,51,107,3,7363,Quarterly
3936,1,3667738,2023-02-19,11.26,215,144,5,6817,Quarterly
3937,7,3974233,2021-04-05,10.37,205,117,9,9417,Quarterly
3938,1,2156752,2024-01-28,7.03,92,129,8,3738,Monthly
3939,7,1049781,2020-10-18,8.61,14,183,1,8702,Yearly
3940,3,2438001,2024-03-20,8.55,219,150,5,3109,Monthly
3941,8,2969943,2021-07-17,10.96,12,104,5,4742,Quarterly
3942,5,4263390,2023-11-28,11.83,104,152,5,4277,Yearly
3943,1,2716806,2021-07-28,10.08,182,180,3,7081,Yearly
3944,2,2319204,2021-07-01,7.47,94,152,1,2240,Quarterly
3945,7,2675321,2021-08-09,10.88,104,116,2,8121,Monthly
3946,5,3354012,2024-03-03,7.97,57,154,8,4523,Monthly
3947,2,2758687,2021-07-14,8.97,33,125,4,7243,Quarterly
3948,1,4998810,2022-05-26,11.36,65,154,2,6602,Monthly
3949,6,3797116,2020-03-06,11.07,93,148,8,7742,Quarterly
3950,3,472220,2022-08-21,11.2,142,164,4,6602,Yearly
3951,2,3399178,2021-05-21,9.24,222,152,8,3153,Monthly
3952,6,636776,2021-07-06,6.52,51,144,6,5956,Quarterly
3953,4,673398,2023-05-09,6.63,39,106,6,7885,Yearly
3954,4,635946,2021-08-06,8.79,172,127,1,7886,Yearly
3955,6,2098870,2020-08-03,8.62,88,141,3,2197,Yearly
3956,1,4494669,2021-03-21,10.18,139,115,7,8758,Monthly
3957,4,4453646,2020-08-11,7.08,181,115,9,4469,Monthly
3958,4,3719035,2023-08-17,10.98,191,183,4,3954,Quarterly
3959,1,3281005,2022-01-31,11.51,69,186,10,7311,Yearly
3960,2,4808695,2023-11-14,8.38,119,111,7,1557,Quarterly
3961,2,727275,2023-06-04,11.26,192,116,1,1404,Monthly
3962,5,1938478,2020-11-07,6.69,15,120,9,2760,Quarterly
3963,2,2570888,2024-06-24,11.28,165,183,2,6384,Monthly
3964,7,157923,2021-03-02,11.05,38,123,9,6017,Monthly
3965,8,1450804,2020-02-06,11.11,35,124,10,6879,Monthly
3966,7,851021,2020-11-05,8,127,146,3,1843,Quarterly
3967,1,3662335,2023-03-20,10.89,205,148,5,9572,Yearly
3968,8,1411685,2023-04-08,7.93,238,111,9,5933,Quarterly
3969,8,594820,2020-03-05,11.39,16,150,8,5426,Monthly
3970,8,3536637,2020-12-07,9.55,27,101,2,2572,Monthly
3971,1,1421489,2020-02-12,7.15,95,197,2,5234,Yearly
3972,7,3494190,2020-05-15,7.42,223,167,4,4202,Monthly
3973,2,856494,2021-02-14,9.75,237,131,2,9583,Quarterly
3974,2,4131478,2022-02-10,9.97,17,199,4,2454,Monthly
3975,3,539806,2020-09-16,10.06,110,169,4,1782,Quarterly
3976,8,3463810,2022-04-11,7.53,215,197,10,4026,Yearly
3977,5,2578471,2021-03-19,7.03,35,154,5,2458,Quarterly
3978,2,421502,2020-02-11,6.55,107,183,7,3069,Monthly
3979,2,4134421,2020-01-30,7.46,230,137,8,1780,Yearly
3980,7,3630886,2020-11-26,9.74,220,163,5,4063,Yearly
3981,3,4835286,2024-08-12,8.12,26,172,6,2106,Monthly
3982,2,1563981,2022-11-17,7.73,122,189,8,8283,Quarterly
3983,3,3706410,2020-09-20,10.28,30,187,8,6023,Quarterly
3984,5,4426612,2021-09-20,11.88,99,102,3,9624,Quarterly
3985,1,3708785,2021-03-08,11.38,159,168,1,2720,Quarterly
3986,2,3651150,2024-02-01,10.31,16,176,9,3118,Yearly
3987,4,93963,2024-10-14,9.58,135,133,1,9700,Monthly
3988,7,3936982,2023-10-12,9.96,205,179,1,3778,Quarterly
3989,6,2134893,2021-05-21,11.45,233,153,5,6996,Yearly
3990,4,3528011,2022-08-13,7.01,38,176,1,6023,Yearly
3991,2,1026372,2022-10-27,11.37,22,183,10,4795,Quarterly
3992,8,1979831,2024-01-27,7.76,155,179,8,7960,Quarterly
3993,6,2361184,2021-04-25,8.39,214,109,7,7120,Yearly
3994,4,4978903,2022-01-27,7.99,62,111,1,8841,Yearly
3995,7,4776934,2020-06-22,8.8,50,150,8,6602,Monthly
3996,7,1536470,2024-08-15,6.91,125,134,7,7656,Monthly
3997,4,784050,2022-04-10,10.53,128,122,7,9656,Monthly
3998,8,550294,2024-08-15,6.64,38,105,3,3409,Yearly
3999,3,1686045,2021-01-17,9.88,185,107,8,7452,Quarterly
4000,4,4936648,2020-03-06,11.92,17,182,3,3163,Quarterly
4001,7,4463941,2020-05-18,9.34,202,152,9,4792,Monthly
4002,7,3117873,2020-11-15,9.53,183,130,8,2986,Yearly
4003,7,4022849,2024-08-19,8.03,169,130,2,3273,Monthly
4004,3,4934368,2022-07-10,9.74,143,155,8,4761,Yearly
4005,3,4543921,2020-11-14,9.99,223,178,2,6839,Quarterly
4006,6,3873747,2024-05-08,10.85,169,157,3,3390,Monthly
4007,5,4058899,2023-07-14,9.07,67,186,4,7754,Quarterly
4008,2,105482,2021-03-16,9.97,18,154,9,9315,Yearly
4009,6,1844541,2020-01-04,10.18,143,134,1,6875,Monthly
4010,4,3968024,2021-11-27,9.67,109,118,8,6825,Quarterly
4011,5,293265,2020-03-15,10.63,72,179,4,2817,Yearly
4012,7,2553539,2021-12-05,10.48,22,154,6,8099,Yearly
4013,1,1771651,2023-08-20,11.36,196,186,6,4271,Quarterly
4014,1,1974811,2023-04-12,7.56,65,196,9,1265,Yearly
4015,5,3407614,2021-04-02,11.3,206,197,6,2046,Yearly
4016,7,3655499,2023-01-02,8.64,87,186,2,3887,Yearly
4017,4,3156537,2022-06-10,8.98,13,137,6,9910,Monthly
4018,5,3386391,2021-12-02,10.99,216,187,4,8898,Yearly
4019,7,295798,2023-04-10,6.98,180,195,7,6115,Quarterly
4020,3,2818362,2020-12-15,10.81,47,129,8,9578,Quarterly
4021,1,1747369,2024-03-08,9.37,216,125,7,9621,Monthly
4022,6,4741013,2021-06-10,8.2,17,179,10,2562,Yearly
4023,7,1626831,2020-12-08,8.46,71,123,10,7330,Monthly
4024,4,406695,2021-11-28,6.83,138,101,8,2693,Monthly
4025,4,3913502,2020-11-12,9.32,176,195,5,2622,Quarterly
4026,8,1135290,2022-05-25,9.75,155,191,8,3118,Monthly
4027,2,4321685,2023-01-15,7.26,177,123,10,3593,Quarterly
4028,1,1050398,2020-08-25,6.91,188,145,7,7651,Quarterly
4029,1,4923784,2022-11-02,9.7,216,166,4,3878,Yearly
4030,4,1580252,2021-01-02,9.44,74,160,8,5079,Monthly
4031,2,3836884,2023-01-25,7.61,179,121,6,6340,Yearly
4032,8,3075215,2020-09-20,9.91,122,159,3,4039,Yearly
4033,6,3084067,2020-05-14,10.95,184,131,1,4183,Yearly
4034,6,2612542,2021-04-14,10.77,113,165,1,6742,Quarterly
4035,7,4455590,2021-07-07,9.4,153,165,7,8471,Yearly
4036,6,4365720,2023-08-24,10.87,77,122,6,9948,Quarterly
4037,3,2920185,2024-07-06,10.67,191,113,5,6683,Quarterly
4038,4,2559565,2022-11-06,7.61,156,142,3,8087,Yearly
4039,6,3095142,2021-07-17,10.33,235,180,3,3366,Quarterly
4040,5,2472353,2023-08-14,10.35,149,128,4,4300,Yearly
4041,7,2493097,2021-04-11,8.75,70,104,4,7421,Monthly
4042,4,4508534,2022-07-25,8.58,13,130,4,8484,Yearly
4043,5,2147385,2022-06-10,9.09,230,162,6,7377,Monthly
4044,4,3962332,2022-12-18,9.59,143,164,3,8142,Yearly
4045,5,987368,2020-11-18,7.75,141,116,1,3154,Monthly
4046,5,4494796,2022-04-22,11.09,105,128,2,9700,Quarterly
4047,3,84947,2024-03-31,11.24,49,110,10,4742,Yearly
4048,5,3850043,2023-02-20,8.13,169,194,6,1835,Quarterly
4049,3,3204951,2022-04-04,6.67,149,167,6,3203,Monthly
4050,8,3882347,2020-08-25,6.51,59,106,7,8337,Yearly
4051,5,2407987,2020-01-07,6.5,50,119,1,9874,Monthly
4052,8,313709,2021-04-06,9.61,195,142,5,8255,Monthly
4053,4,137730,2021-03-31,6.56,214,114,10,8334,Yearly
4054,7,1230431,2022-09-22,11.55,145,117,3,6471,Yearly
4055,1,3794318,2021-04-04,7.92,184,124,1,1970,Yearly
4056,2,2843105,2023-04-28,6.7,92,186,7,3592,Quarterly
4057,7,811873,2023-10-19,10.42,64,111,2,1909,Quarterly
4058,8,2446090,2024-01-26,7.19,230,164,5,8587,Monthly
4059,6,2342286,2020-07-28,6.96,25,107,9,3339,Yearly
4060,6,3961674,2020-12-17,9.82,161,181,7,5530,Quarterly
4061,6,3358568,2023-08-21,6.9,94,174,7,2566,Yearly
4062,6,3715244,2022-05-15,7.15,29,110,6,2924,Yearly
4063,5,4360415,2021-03-25,7.42,40,152,1,9098,Yearly
4064,2,911362,2020-10-08,11.37,105,102,10,2817,Quarterly
4065,3,4370117,2022-09-30,7.38,69,171,8,8282,Yearly
4066,2,283644,2021-01-31,9.22,223,198,6,8107,Yearly
4067,4,1025675,2021-07-19,7.61,185,100,1,4039,Yearly
4068,2,4479489,2023-04-11,8.24,206,136,5,8841,Quarterly
4069,8,4651214,2022-12-31,8.11,40,182,5,6799,Monthly
4070,3,4744134,2022-09-19,10.73,226,138,8,8990,Yearly
4071,7,1368434,2024-03-15,9.16,108,113,9,2010,Monthly
4072,7,3251129,2023-08-09,8.11,58,110,2,4943,Yearly
4073,3,389739,2024-02-04,7.17,166,107,3,9321,Monthly
4074,8,2165945,2023-07-10,6.89,230,153,7,9624,Yearly
4075,2,3861295,2022-11-02,9.68,62,120,7,1970,Monthly
4076,2,1262785,2021-03-05,9.44,95,176,9,2467,Monthly
4077,5,2310537,2022-02-03,7.65,143,166,9,9132,Quarterly
4078,8,4349676,2023-04-05,11.14,65,175,10,5436,Monthly
4079,3,1892163,2023-07-24,7.91,127,170,4,9269,Monthly
4080,7,784406,2024-09-02,8.3,120,104,3,2490,Yearly
4081,1,626754,2024-03-24,11.16,189,118,10,4366,Monthly
4082,3,2889113,2024-07-31,11.47,82,138,10,6473,Quarterly
4083,1,2360347,2024-07-16,8.81,41,121,3,9867,Quarterly
4084,6,1996982,2024-03-10,8.18,124,177,6,4471,Monthly
4085,1,2720740,2024-07-12,10.47,218,144,1,8852,Monthly
4086,7,4486761,2024-07-23,7.6,187,174,9,4609,Monthly
4087,5,2659378,2021-12-15,10.28,93,161,8,6603,Monthly
4088,2,108539,2023-04-09,8.65,90,135,4,8102,Yearly
4089,4,527533,2020-09-16,8.76,20,102,1,6240,Quarterly
4090,8,4714933,2023-08-03,11.65,194,191,4,3831,Yearly
4091,3,815822,2024-06-25,9.71,18,177,9,8480,Quarterly
4092,3,3096132,2021-11-12,10.07,32,156,8,3335,Monthly
4093,5,2560080,2020-09-28,8.74,158,177,7,6568,Yearly
4094,2,2894349,2021-12-31,6.7,204,158,4,5458,Yearly
4095,7,1828054,2023-01-28,10.94,62,155,8,8876,Monthly
4096,6,297668,2020-01-09,10.26,75,107,9,3229,Quarterly
4097,6,4484491,2021-09-23,7.41,182,100,6,2353,Quarterly
4098,8,2221755,2020-02-23,11.11,218,132,8,1007,Yearly
4099,1,1944821,2023-01-30,10.68,194,150,4,8824,Yearly
4100,4,3048658,2024-09-30,9.22,59,142,10,4909,Monthly
4101,5,1430573,2024-01-12,8.88,200,158,7,3179,Yearly
4102,8,3765642,2021-02-19,11.23,126,133,3,8122,Quarterly
4103,3,2059812,2020-12-08,7.36,131,155,10,9628,Yearly
4104,4,909067,2020-07-04,9.04,60,115,3,4469,Quarterly
4105,8,3011644,2022-12-21,9.46,50,192,9,6643,Quarterly
4106,4,1605834,2023-01-26,8.13,106,160,2,4964,Yearly
4107,7,3479855,2021-03-08,8.92,37,149,8,3760,Monthly
4108,7,2717222,2022-07-04,7.43,44,197,2,2490,Yearly
4109,8,1851221,2023-12-01,7.58,28,143,4,2474,Monthly
4110,7,4939834,2021-03-23,8.93,41,198,6,4095,Quarterly
4111,5,968420,2024-09-09,6.61,76,101,2,5651,Monthly
4112,6,2234083,2023-08-01,9.5,116,141,10,1744,Quarterly
4113,7,599233,2022-01-23,7.36,118,174,9,5651,Yearly
4114,6,4748740,2021-10-16,8.37,195,185,10,6323,Quarterly
4115,6,4720760,2021-11-28,7.85,162,165,7,2283,Quarterly
4116,2,2303017,2020-06-22,9.04,224,173,5,9572,Quarterly
4117,3,2779931,2021-03-04,9.24,76,169,7,6553,Quarterly
4118,1,1600539,2020-12-30,9.02,117,133,9,6231,Quarterly
4119,4,3096293,2021-03-20,6.85,166,105,5,6820,Monthly
4120,4,4571488,2023-03-18,8.3,102,191,9,4798,Quarterly
4121,2,300372,2020-03-22,7.68,73,167,1,8331,Monthly
4122,2,3028287,2023-08-12,8.9,149,171,7,5748,Quarterly
4123,7,1094662,2023-02-28,6.68,148,125,5,7493,Quarterly
4124,7,4886489,2020-06-17,10.38,190,137,10,2353,Yearly
4125,6,1048745,2020-11-25,8.52,17,194,8,9302,Monthly
4126,4,2496378,2020-08-17,11.6,119,199,5,5813,Monthly
4127,6,3453741,2024-01-21,11.09,239,114,4,9915,Monthly
4128,4,616458,2021-05-06,9.2,152,109,4,6875,Quarterly
4129,5,437673,2020-04-03,6.67,199,197,2,8660,Monthly
4130,6,4751444,2021-04-01,7.16,162,159,1,3843,Quarterly
4131,6,3694814,2023-02-08,10.54,119,116,6,6129,Yearly
4132,7,98229,2021-03-14,11.66,168,148,3,1520,Yearly
4133,8,4598423,2020-09-02,10.79,187,135,3,3318,Yearly
4134,5,4096005,2022-01-31,9,130,146,3,5651,Quarterly
4135,4,3310314,2020-08-27,7.59,185,121,10,8015,Quarterly
4136,2,253243,2020-02-08,10.85,104,149,8,9457,Monthly
4137,4,2277126,2023-07-18,9.68,79,181,5,6630,Yearly
4138,5,3425245,2021-04-10,9.51,217,154,7,6129,Quarterly
4139,3,2165754,2021-07-20,9.74,80,149,2,8828,Quarterly
4140,3,1387225,2023-12-30,9.61,31,188,5,8722,Yearly
4141,5,3264389,2021-03-11,11.28,227,189,9,9331,Yearly
4142,4,4396408,2024-06-26,8.53,141,192,6,3203,Quarterly
4143,2,2508667,2022-07-19,10.37,66,160,6,8267,Quarterly
4144,4,2093762,2023-12-31,6.7,140,115,9,9700,Quarterly
4145,2,4324340,2023-07-02,10.46,73,169,8,6017,Quarterly
4146,6,548249,2022-11-14,9.77,199,177,7,8233,Yearly
4147,7,3859052,2023-10-11,9.26,99,122,7,3318,Quarterly
4148,2,3239871,2020-02-11,7.14,91,149,5,4761,Yearly
4149,5,3067085,2022-06-09,8.23,174,136,10,2021,Yearly
4150,2,2473664,2020-12-11,7.03,231,103,9,9365,Quarterly
4151,5,1580440,2021-04-29,9.13,65,197,1,3678,Yearly
4152,1,4985598,2020-07-05,8.88,68,116,6,8107,Quarterly
4153,2,1559510,2020-04-09,11.52,220,104,7,2543,Quarterly
4154,7,1095821,2021-06-23,7.65,206,196,6,5803,Monthly
4155,5,4977164,2024-04-12,9.48,194,117,6,4469,Monthly
4156,3,1223729,2021-05-13,10.3,18,184,9,4761,Monthly
4157,4,2822306,2020-02-03,7.46,141,102,5,8408,Yearly
4158,8,1122223,2023-05-16,10.36,100,193,3,6055,Monthly
4159,5,1767265,2023-08-09,9.61,26,113,3,7812,Yearly
4160,7,1609542,2023-11-12,9.36,119,177,10,3227,Yearly
4161,4,3983271,2024-09-17,9.22,100,178,4,2260,Monthly
4162,6,4670514,2022-03-12,10.27,54,198,2,4471,Quarterly
4163,8,4973709,2024-04-08,11.33,143,139,7,5372,Quarterly
4164,3,2561073,2022-08-08,9.34,61,131,8,4422,Yearly
4165,3,4088509,2021-12-07,6.63,172,160,9,7293,Yearly
4166,8,3343608,2023-08-09,6.92,135,129,10,1937,Quarterly
4167,7,2536246,2021-05-02,10.46,163,176,3,3041,Monthly
4168,8,3588123,2022-04-24,11.48,230,157,9,6384,Quarterly
4169,3,3302806,2020-10-12,7.74,187,187,4,7031,Monthly
4170,3,70074,2024-06-08,11.72,199,140,9,2969,Monthly
4171,3,3495020,2023-03-19,11.07,79,164,9,4201,Yearly
4172,7,1380264,2021-01-23,11.21,134,175,3,5337,Monthly
4173,1,487345,2021-10-20,9.3,235,143,1,2178,Yearly
4174,8,121690,2023-05-29,9.08,224,165,10,1217,Quarterly
4175,2,4605048,2020-06-22,6.72,236,158,2,4902,Yearly
4176,8,1947878,2021-11-11,8.81,84,176,2,4969,Yearly
4177,5,3434994,2023-05-03,7.67,26,125,3,5961,Quarterly
4178,4,3135530,2021-07-24,9.21,84,104,8,4998,Monthly
4179,1,3629080,2024-10-03,6.74,162,153,4,7948,Yearly
4180,5,3677267,2020-08-27,7.8,81,132,9,6638,Quarterly
4181,5,1018892,2023-12-26,9.58,175,118,1,3239,Quarterly
4182,6,3826072,2024-01-23,8.54,226,146,4,3109,Quarterly
4183,1,4462850,2022-08-31,9.99,115,113,8,5354,Quarterly
4184,1,2682474,2023-06-12,10.1,233,182,7,4974,Monthly
4185,3,606850,2023-03-28,9.02,212,185,3,7031,Quarterly
4186,3,1931858,2021-05-27,11.07,229,101,1,3159,Monthly
4187,5,4312162,2020-06-18,8.67,173,169,8,3791,Monthly
4188,3,232247,2023-02-28,10.76,111,111,10,2235,Monthly
4189,2,2818410,2023-08-11,11.35,85,142,2,2433,Quarterly
4190,3,3338998,2021-08-28,9.58,212,113,5,5748,Yearly
4191,2,4353222,2022-04-18,8.27,69,125,10,2323,Yearly
4192,5,3504888,2020-12-02,9.68,160,175,5,5693,Quarterly
4193,1,2600512,2020-11-20,11.05,218,139,10,4883,Yearly
4194,5,379647,2020-08-29,11.29,215,199,10,2634,Monthly
4195,5,4511424,2023-01-31,8.84,81,110,2,4783,Monthly
4196,4,84940,2022-11-08,11.59,227,156,6,3042,Quarterly
4197,6,1952126,2020-03-28,11.15,217,117,4,2185,Quarterly
4198,5,2532593,2022-01-14,7.35,147,132,3,8484,Yearly
4199,4,3361428,2022-05-26,9.51,83,120,4,3149,Monthly
4200,8,2523120,2021-05-20,10.1,23,168,6,9443,Monthly
4201,5,2674696,2024-08-09,10.36,240,174,5,4720,Yearly
4202,3,807727,2020-11-26,6.77,111,144,10,5339,Yearly
4203,4,683988,2020-07-21,7.36,55,127,1,7656,Monthly
4204,3,715318,2021-10-20,9.95,50,170,9,1175,Yearly
4205,1,371440,2020-02-04,8.03,152,122,8,7798,Monthly
4206,1,4209376,2022-08-18,7.42,141,100,4,9486,Yearly
4207,6,542041,2021-08-06,9,107,174,5,9641,Yearly
4208,4,1139040,2024-09-10,10.68,43,190,7,9407,Quarterly
4209,3,3378990,2021-09-18,10.18,77,164,4,6583,Quarterly
4210,3,1981206,2020-04-10,10.76,178,199,3,9719,Monthly
4211,5,2789298,2022-01-16,10.09,122,157,7,8510,Monthly
4212,3,1110972,2022-04-16,7.28,95,159,1,5197,Quarterly
